"Year","Nat.Elec.Rate","Rural.Elec.Rate","Urban.Elec.Rate","country"
" 1997"," 100"," 100"," 100","Bulgaria"
" 1998"," 100"," 100"," 100","Bulgaria"
" 1999"," 100"," 100"," 100","Bulgaria"
" 2000"," 100"," 100"," 100","Bulgaria"
" 2001"," 100"," 100"," 100","Bulgaria"
" 2002"," 100"," 100"," 100","Bulgaria"
" 2003"," 100"," 100"," 100","Bulgaria"
" 2004"," 100"," 100"," 100","Bulgaria"
" 2005"," 100"," 100"," 100","Bulgaria"
" 2006"," 100"," 100"," 100","Bulgaria"
" 2007"," 100"," 100"," 100","Bulgaria"
" 2008"," 100"," 100"," 100","Bulgaria"
" 2009"," 100"," 100"," 100","Bulgaria"
" 2010"," 100"," 100"," 100","Bulgaria"
" 2011"," 100"," 100"," 100","Bulgaria"
" 2012","100","100","100","Bulgaria"
" 2013","100","100","100","Bulgaria"
" 2014","100","100","100","Bulgaria"
" 1990"," 2.75","0","0","Burkina Faso"
" 1991"," 3.43","0.01"," 0","Burkina Faso"
" 1992"," 4.11","0.03"," 0","Burkina Faso"
" 1993","6.1"," 0.6","29.4","Burkina Faso"
" 1994"," 5.45","0.16"," 35.73","Burkina Faso"
" 1995"," 6.11","0.29"," 38.76","Burkina Faso"
" 1996"," 6.76","0.42"," 41.54","Burkina Faso"
" 1997"," 7.39","0.56","43.6","Burkina Faso"
" 1998"," 8.01","0.67"," 45.15","Burkina Faso"
" 1999","6.9"," 0.2","39.7","Burkina Faso"
" 2000","9.2","0.83"," 47.75","Burkina Faso"
" 2001"," 9.78","0.89"," 48.82","Burkina Faso"
" 2002","10.35","0.95"," 49.75","Burkina Faso"
" 2003"," 11.4"," 0.8","52.4","Burkina Faso"
" 2004","11.48","1.07"," 51.19","Burkina Faso"
" 2005","12.05","1.15"," 51.73","Burkina Faso"
" 2006","12.62","1.25"," 52.16","Burkina Faso"
" 2007","13.21","1.38"," 52.48","Burkina Faso"
" 2008","13.81","1.53"," 52.74","Burkina Faso"
" 2009","14.42","1.69"," 52.97","Burkina Faso"
" 2010"," 13.1"," 1.4","48.5","Burkina Faso"
" 2011","15.66","2.06"," 53.36","Burkina Faso"
" 2012"," 16.28"," 2.26","53.53","Burkina Faso"
" 2013"," 16.91"," 2.47","53.71","Burkina Faso"
" 2014","19.2"," 3","58","Burkina Faso"
" 1990"," 1.45","0"," 0","Burundi"
" 1991"," 1.73","0.12","0","Burundi"
" 1992"," 2.01","0.23","0","Burundi"
" 1993"," 2.29","0.34","0","Burundi"
" 1994"," 2.56","0.45","0","Burundi"
" 1995"," 2.83","0.55","0","Burundi"
" 1996"," 3.08","0.64","0","Burundi"
" 1997"," 3.32","0.71","0","Burundi"
" 1998","3.9"," 0.9","60.6","Burundi"
" 1999"," 3.75"," 0.8"," 37.51","Burundi"
" 2000"," 3.94","0.81"," 38.71","Burundi"
" 2001"," 4.12","0.82"," 39.81","Burundi"
" 2002"," 4.29","0.82","40.8","Burundi"
" 2003"," 4.46","0.82"," 41.65","Burundi"
" 2004"," 4.62","0.83"," 42.37","Burundi"
" 2005","4.8","0.85"," 42.94","Burundi"
" 2006"," 4.98"," 0.9"," 43.36","Burundi"
" 2007"," 5.17","0.96"," 43.63","Burundi"
" 2008","4.8"," 1.2","39.6","Burundi"
" 2009"," 5.59","1.16","43.8","Burundi"
" 2010","5.3","1","49","Burundi"
" 2011"," 6.03","1.42"," 43.65","Burundi"
" 2012"," 6.5","1.2"," 58.5","Burundi"
" 2013","6.49"," 1.71","43.34","Burundi"
" 2014","7","2","52.1","Burundi"
" 1990","28.26","0"," 0","Cabo Verde"
" 1991"," 30.9","0.04","0","Cabo Verde"
" 1992","33.54","0.25","0","Cabo Verde"
" 1993","36.18","1.07","0","Cabo Verde"
" 1994","38.81","1.68","0","Cabo Verde"
" 1995","41.44","5.59","0","Cabo Verde"
" 1996","44.05","9.48","0","Cabo Verde"
" 1997","46.65"," 13.36","0","Cabo Verde"
" 1998","49.24"," 17.21","0","Cabo Verde"
" 1999"," 51.8"," 21.05","0","Cabo Verde"
" 2000","54.35"," 24.87","0","Cabo Verde"
" 2001","56.89"," 28.68","0","Cabo Verde"
" 2002"," 58.6"," 30.81"," 81.27","Cabo Verde"
" 2003","61.95","36.3"," 82.12","Cabo Verde"
" 2004","64.48"," 40.11"," 82.98","Cabo Verde"
" 2005","67","44","85","Cabo Verde"
" 2006","69.56"," 47.79"," 84.98","Cabo Verde"
" 2007","72.11"," 51.67"," 86.11","Cabo Verde"
" 2008","74.68"," 55.56"," 87.32","Cabo Verde"
" 2009","77.25"," 59.48"," 88.61","Cabo Verde"
" 2010"," 81.1","65.8"," 90.62","Cabo Verde"
" 2011","82.42"," 67.35"," 91.41","Cabo Verde"
" 2012"," 85.01"," 71.3","92.92","Cabo Verde"
" 2013","87.6","75.25"," 94.5","Cabo Verde"
" 2014"," 90.19","79.21","96.14","Cabo Verde"
" 1990"," 0"," 0"," 0","Cambodia"
" 1991","0.1","0"," 0","Cambodia"
" 1992"," 0.47","0"," 0","Cambodia"
" 1993"," 0.55","0.02","0","Cambodia"
" 1994"," 2.74","0.14","0","Cambodia"
" 1995"," 4.92","0.57","0","Cambodia"
" 1996"," 7.09","0.94","0","Cambodia"
" 1997"," 9.24","2.83","0","Cambodia"
" 1998","18.67"," 12.29"," 55.98","Cambodia"
" 1999"," 13.5","6.55"," 44.13","Cambodia"
" 2000"," 16.6","9"," 60.6","Cambodia"
" 2001","17.69"," 10.21"," 50.22","Cambodia"
" 2002","19.78"," 12.03"," 53.21","Cambodia"
" 2003"," 19.3"," 13.85"," 42.63","Cambodia"
" 2004","23.95"," 15.68"," 59.06","Cambodia"
" 2005"," 20.5","12.6","66.8","Cambodia"
" 2006","28.13"," 19.38"," 64.71","Cambodia"
" 2007","30.24"," 21.27"," 67.45","Cambodia"
" 2008"," 26.4","13.1"," 87","Cambodia"
" 2009","34.48"," 25.11"," 72.76","Cambodia"
" 2010"," 31.1","18.8","91.3","Cambodia"
" 2011","38.75"," 29.01"," 77.82","Cambodia"
" 2012","40.9","30.97","80.27","Cambodia"
" 2013"," 43.04","32.93","82.67","Cambodia"
" 2014","56.1"," 49.2"," 96.9","Cambodia"
" 1990","30.06"," 13.31","0","Cameroon"
" 1991","29","8.7"," 63","Cameroon"
" 1992","32.48"," 14.13"," 59.09","Cameroon"
" 1993","33.69"," 14.54","60.8","Cameroon"
" 1994","34.89"," 14.94"," 62.45","Cameroon"
" 1995","36.08"," 15.33"," 64.07","Cameroon"
" 1996","37.26"," 15.71"," 65.64","Cameroon"
" 1997","38.43"," 16.07"," 67.17","Cameroon"
" 1998"," 40.7"," 22","79","Cameroon"
" 1999","40.71"," 16.73"," 70.09","Cameroon"
" 2000","41","21","79","Cameroon"
" 2001"," 46.2"," 18.51"," 83.95","Cameroon"
" 2002","44.04"," 17.63"," 74.14","Cameroon"
" 2003","45.14"," 17.92"," 75.41","Cameroon"
" 2004"," 47.1","15.5","77.1","Cameroon"
" 2005","47.34"," 18.54"," 77.87","Cameroon"
" 2006","49","14","73","Cameroon"
" 2007"," 48.2","23.4","90.4","Cameroon"
" 2008"," 50.7"," 19.61"," 81.37","Cameroon"
" 2009","51.84"," 20.02"," 82.51","Cameroon"
" 2010","52.99"," 20.43"," 83.63","Cameroon"
" 2011"," 53.7","18.5","87.5","Cameroon"
" 2012","55.3","21.29","85.85","Cameroon"
" 2013"," 56.46","21.73","86.95","Cameroon"
" 2014","56.8","22.17","86.52","Cameroon"
" 1990"," 100"," 100"," 100","Canada"
" 1991"," 100"," 100"," 100","Canada"
" 1992"," 100"," 100"," 100","Canada"
" 1993"," 100"," 100"," 100","Canada"
" 1994"," 100"," 100"," 100","Canada"
" 1995"," 100"," 100"," 100","Canada"
" 1996"," 100"," 100"," 100","Canada"
" 1997"," 100"," 100"," 100","Canada"
" 1998"," 100"," 100"," 100","Canada"
" 1999"," 100"," 100"," 100","Canada"
" 2000"," 100"," 100"," 100","Canada"
" 2001"," 100"," 100"," 100","Canada"
" 2002"," 100"," 100"," 100","Canada"
" 2003"," 100"," 100"," 100","Canada"
" 2004"," 100"," 100"," 100","Canada"
" 2005"," 100"," 100"," 100","Canada"
" 2006"," 100"," 100"," 100","Canada"
" 2007"," 100"," 100"," 100","Canada"
" 2008"," 100"," 100"," 100","Canada"
" 2009"," 100"," 100"," 100","Canada"
" 2010"," 100"," 100"," 100","Canada"
" 2011"," 100"," 100"," 100","Canada"
" 2012","100","100","100","Canada"
" 2013","100","100","100","Canada"
" 2014","100","100","100","Canada"
" 1990"," 100"," 100"," 100","Cayman Islands"
" 1991"," 100"," 100"," 100","Cayman Islands"
" 1992"," 100"," 100"," 100","Cayman Islands"
" 1993"," 100"," 100"," 100","Cayman Islands"
" 1994"," 100"," 100"," 100","Cayman Islands"
" 1995"," 100"," 100"," 100","Cayman Islands"
" 1996"," 100"," 100"," 100","Cayman Islands"
" 1997"," 100"," 100"," 100","Cayman Islands"
" 1998"," 100"," 100"," 100","Cayman Islands"
" 1999"," 100"," 100"," 100","Cayman Islands"
" 2000"," 100"," 100"," 100","Cayman Islands"
" 2001"," 100"," 100"," 100","Cayman Islands"
" 2002"," 100"," 100"," 100","Cayman Islands"
" 2003"," 100"," 100"," 100","Cayman Islands"
" 2004"," 100"," 100"," 100","Cayman Islands"
" 2005"," 100"," 100"," 100","Cayman Islands"
" 2006"," 100"," 100"," 100","Cayman Islands"
" 2007"," 100"," 100"," 100","Cayman Islands"
" 2008"," 100"," 100"," 100","Cayman Islands"
" 2009"," 100"," 100"," 100","Cayman Islands"
" 2010"," 100"," 100"," 100","Cayman Islands"
" 2011"," 100"," 100"," 100","Cayman Islands"
" 2012","100","100","100","Cayman Islands"
" 2013","100","100","100","Cayman Islands"
" 2014","100","100","100","Cayman Islands"
" 1990","0.4","0"," 0","Central African Republic"
" 1991"," 0.96","0"," 0","Central African Republic"
" 1992"," 1.51","0.01","0","Central African Republic"
" 1993"," 2.07","0.02","0","Central African Republic"
" 1994"," 2.62","0.07","0","Central African Republic"
" 1995"," 3","0.3","8","Central African Republic"
" 1996"," 3.69","0.29","9.41","Central African Republic"
" 1997"," 4.21","0.43"," 10.53","Central African Republic"
" 1998"," 4.71","0.58"," 11.59","Central African Republic"
" 1999"," 5.19"," 0.7"," 12.65","Central African Republic"
" 2000"," 6","0.7","15.6","Central African Republic"
" 2001"," 6.11"," 0.9"," 14.72","Central African Republic"
" 2002"," 6.56","0.99"," 15.74","Central African Republic"
" 2003"," 7.01","1.08"," 16.73","Central African Republic"
" 2004"," 7.46","1.18"," 17.72","Central African Republic"
" 2005"," 7.91","1.29"," 18.67","Central African Republic"
" 2006"," 8.37","1.42"," 19.61","Central African Republic"
" 2007"," 8.84","1.58"," 20.52","Central African Republic"
" 2008"," 9.32","1.76"," 21.41","Central African Republic"
" 2009"," 9.81","1.96"," 22.28","Central African Republic"
" 2010","9.8"," 1.7","24.9","Central African Republic"
" 2011","10.81","2.39"," 23.95","Central African Republic"
" 2012"," 11.31"," 2.63","24.76","Central African Republic"
" 2013"," 11.82"," 2.86","25.55","Central African Republic"
" 2014"," 12.33","3.1","26.32","Central African Republic"
" 1990"," 0"," 0"," 0","Chad"
" 1991"," 0.03","0"," 0","Chad"
" 1992"," 0.11","0"," 0","Chad"
" 1993","0.3","0"," 0","Chad"
" 1994"," 0.58","0"," 0","Chad"
" 1995"," 1.01","0"," 0","Chad"
" 1996"," 1.43","0.01","0","Chad"
" 1997","2.3"," 0.1"," 9.4","Chad"
" 1998"," 2.22","0.07"," 10.02","Chad"
" 1999"," 2.58","0.18"," 11.32","Chad"
" 2000"," 2.94","0.35"," 12.31","Chad"
" 2001"," 3.28","0.56","13.1","Chad"
" 2002"," 3.62","0.79"," 13.82","Chad"
" 2003"," 3.95","1.02"," 14.51","Chad"
" 2004","3.5"," 0.3","16.4","Chad"
" 2005"," 4.62"," 1.5"," 15.82","Chad"
" 2006"," 4.97","1.77"," 16.42","Chad"
" 2007"," 5.32","2.06"," 16.98","Chad"
" 2008"," 5.69","2.37"," 17.51","Chad"
" 2009"," 6.07","2.71"," 18.02","Chad"
" 2010","6.4"," 3.1","18.3","Chad"
" 2011"," 6.84","3.42"," 18.93","Chad"
" 2012","7.23"," 3.78","19.35","Chad"
" 2013","7.62"," 4.16","19.76","Chad"
" 2014","8.02"," 4.53","20.15","Chad"
" 1990","92.26"," 62.89"," 98.85","Chile"
" 1991","94.08"," 69.17"," 99.04","Chile"
" 1992","94.56"," 70.33"," 99.11","Chile"
" 1993","94.81"," 72.37"," 99.12","Chile"
" 1994","95.17"," 73.97"," 99.14","Chile"
" 1995","95.52"," 75.55"," 99.17","Chile"
" 1996","95.62"," 74.77"," 99.44","Chile"
" 1997","96.19"," 78.68"," 99.24","Chile"
" 1998","97.24"," 82.31"," 99.67","Chile"
" 1999","96.79"," 81.73"," 99.29","Chile"
" 2000","97.94"," 86.57"," 99.78","Chile"
" 2001","97.34"," 84.72"," 99.33","Chile"
" 2002"," 97.6"," 86.21"," 99.35","Chile"
" 2003","98.78"," 92.81"," 99.71","Chile"
" 2004","98.11"," 89.19"," 99.42","Chile"
" 2005","98.38","90.7"," 99.48","Chile"
" 2006","99.37"," 96.41"," 99.81","Chile"
" 2007","98.93"," 93.78"," 99.64","Chile"
" 2008","99.22"," 95.35"," 99.74","Chile"
" 2009","99.59","97.8"," 99.87","Chile"
" 2010","99.74","98.3"," 99.92","Chile"
" 2011","99.59"," 97.78"," 99.86","Chile"
" 2012"," 99.98","99.82"," 100","Chile"
" 2013","99.6","98"," 99.8","Chile"
" 2014","100","100","100","Chile"
" 1990","89.39"," 86.51"," 0","China"
" 1991","89.97"," 87.13"," 0","China"
" 1992","90.54"," 87.76"," 0","China"
" 1993","91.11"," 88.38"," 0","China"
" 1994","91.67"," 88.99"," 0","China"
" 1995","92.23","89.6"," 0","China"
" 1996","92.77"," 90.19"," 0","China"
" 1997"," 93.3"," 90.77"," 0","China"
" 1998","93.82"," 91.32"," 0","China"
" 1999","94.31"," 91.86"," 0","China"
" 2000"," 94.8"," 92.38","100","China"
" 2001","95.27"," 92.89","100","China"
" 2002","95.73","93.4","100","China"
" 2003","96.19","93.9","100","China"
" 2004","96.65"," 94.42","100","China"
" 2005","97.12"," 94.95","100","China"
" 2006","97.59","95.5","100","China"
" 2007","98.08"," 96.07","100","China"
" 2008","98.58"," 96.67","100","China"
" 2009","99.06"," 97.28","100","China"
" 2010"," 99.7"," 98"," 100","China"
" 2011","99.79"," 98.55","100","China"
" 2012"," 99.95","99.14"," 100","China"
" 2013"," 99.99","99.62"," 100","China"
" 2014","100","100","100","China"
" 1990","0"," 0"," 0","Chinese Taipei"
" 1991","0"," 0"," 0","Chinese Taipei"
" 1992","0"," 0"," 0","Chinese Taipei"
